IndexTotBB1,IndexTotBB2,IndexTotBB3,IndexTotBB4,IndexTotBB5,IndexTotBB6,IndexTotBB7,IndexTotBB8,IndexTotBB9,IndexTotBB10,IndexTotBB11,IndexTotBB12,IndexTotBB13,IndexTotBB14,IndexTotBB15,IndexTotBB16,IndexTotBB17,IndexTotBB18,IndexTotBB19,IndexTotBB20,IndexTotBB21,IndexTotBB22,IndexTotBB23,IndexTotBB24,IndexTotBB25,IndexTotBB26,IndexTotBB27,IndexTotBB28,IndexTotBB29,IndexTotBB30,IndexTotBB31,IndexTotBB32,IndexTotBB33,IndexTotBB34,IndexTotBB35,IndexTotBB36,IndexTotBB37,IndexTotBB38,IndexTotBB39,IndexTotBB40,IndexTotBB41,IndexTotBB42,IndexTotBB43,IndexTotBB44,IndexTotBB45,IndexTotBB46,IndexTotBB47,IndexTotBB48,IndexTotBB49,IndexTotBB50,IndexTotBB51,IndexTotBB52,IndexTotBB53,IndexTotBB54,IndexTotBB55,IndexTotBB56,IndexTotBB57,IndexTotBB58,IndexTotBB59,IndexTotBB60,IndexTotBB61,IndexTotBB62,IndexTotBB63,IndexTotBB64,IndexTotBB65
120.496051510584,1,3,3,NaN,190.385686666448,2,377.179565429688,8.63774394989014,3,0,0,0,0,0,0,0,0,0,0,0,0,1.12507832050323,0.0288765598088503,0.00336081744171679,0.00294413303924819,0.0125753859657857,8.63774394989014,4.54477214813232,1.97446131706238,0.915045380592346,0,0,0,3,1,0,0,0,0,0,0,2.06248116493225,-1,0,113.333638880707,7.36077213287354,7.63397455215454,0.905482530593872,0.651749491691589,0.406606793403625,0.291926056146622,0.185569256544113,0.119451113045216,0.0506846942007542,0.0658066123723984,0.0568353347480297,0.0466021932661533,0.0386094637215137,0.0210250206291676,0,0,0,1.78690879761413,7.63249062324779
127.995805753981,1,5,5,NaN,101.255038175443,0,223.687576293945,5.24885702133179,3,0,0,0,0,0,0,0,0,0,0,0,0,7.39199781417847,0.0340844430029392,0.000485660159029067,0.000979749681127648,0.0212076615181661,5.24885702133179,2.20926523208618,1.93203711509705,1.5207188129425,0,0,0,3,1,0,0,0,0,0,0,2.05894184112549,-1,0,120.125468919282,5.1973614692688,6.1253776550293,1.02776038646698,0.383310973644257,0.121169626712799,0.151005536317825,0.102857984602451,-0.0957274734973907,-0.161904111504555,-0.134706631302834,-0.115180991590023,-0.106846012175083,-0.0309472568333149,0.067725844681263,0,0,0,0.595670371225819,12.8938808072055
120.99603512681,2,23,3,NaN,115.345545106006,2,649.035339355469,14.3428201675415,2,0,0,0,0,0,0,0,0,0,0,0,0,17.8881359100342,0.00967989675700665,0.000527343014255166,0.00404024790946601,0.0372596338598265,14.3428201675415,7.55418968200684,4.64473676681519,1.70592188835144,2.2613308429718,2.21836066246033,0,2,0,0,0,0,0,0,0,2.07304310798645,1,1,113.787176309196,6.13770484924316,5.64690017700195,1.85346949100494,0.601676106452942,0.131899029016495,0.236208811402321,0.207258254289627,0.0665192529559135,0.0892898365855217,0.161260083317757,0.100277200341225,0.0149692082777619,-0.0126937460154295,-0.00428954651579261,0,0,0,2.43968990012079,22.4991026409643
120.99603512681,2,24,4,NaN,78.6446898450044,2,609.491943359375,14.3278703689575,2,0,0,0,0,0,0,0,0,0,0,0,0,1.68604600429535,0.0104555226862431,0.00445110537111759,0.00766745442524552,0.0404284498654306,14.3278703689575,7.55946779251099,4.61950397491455,1.70317697525024,2.29084944725037,2.25512361526489,0,2,1,1,0,0,0,0,0,2.06763052940369,-1,1,113.787176309196,6.14820003509521,5.63185405731201,1.85162663459778,0.614604711532593,0.128448754549026,0.23907282948494,0.205714881420135,0.0518091134727001,0.0982685908675194,0.161076501011848,0.0959708541631699,0.0155985159799457,-0.0182842388749123,-0.00672804191708565,0,0,0,4.64208634619575,24.4764878549852
134.995576381152,30,87,13,NaN,412.229249270898,0,312.182373046875,6.70478200912476,3,0,0,0,0,0,0,0,0,0,0,0,0,11.2649192810059,0.0613902658224106,0.00399061385542154,0.0767662762886002,0.0185610374347085,6.70478200912476,1.82755196094513,0.592991352081299,0.197076559066772,0,0,0,3,1,0,0,0,0,0,0,1.99942648410797,1,0,126.443145565103,8.66553401947021,2.42429041862488,0.495798021554947,0.374694436788559,0.28897750377655,0.245980978012085,0.187321186065674,0.129613995552063,0.0648995041847229,0.0703626647591591,0.0425772182643414,0.0298248417675495,0.0111763691529632,-0.00694391177967191,0,0,0,48.0617944304875,11.6206856543336
136.995510846058,30,88,14,NaN,290.985352426516,2,356.941436767578,7.59059190750122,3,0,0,0,0,0,0,0,0,0,0,0,0,1.63445866107941,0.0335571393370628,0.00985376164317131,0.0313921427626288,0.00418060681301305,7.59059190750122,4.25556135177612,2.59661340713501,0.542716026306152,0,0,0,3,1,0,0,0,0,0,0,2.00890398025513,-1,0,128.244477023083,8.20370769500732,5.584557056427,0.930374085903168,0.656300783157349,0.466655910015106,0.312321305274963,0.162371128797531,0.100890517234802,0.0673629269003868,0.0685441792011261,0.0741057544946671,-0.00694704800844193,-0.035456795245409,-0.0451817661523819,0,0,0,19.5612556381456,2.60504417332337
145.995215938135,31,94,5,NaN,252.318379919389,2,505.170013427734,7.03163719177246,3,0,0,0,0,0,0,0,0,0,0,0,0,4.08643007278442,0.0109787955880165,0.00633639795705676,0.0500616674589646,0.0221728473756607,7.03163719177246,3.27620697021484,2.39928364753723,1.79054009914398,2.40920257568359,2.21002817153931,0,3,1,0,0,0,0,0,0,2.01498031616211,1,0,136.330404952796,7.06078958511353,3.60736393928528,2.11264657974243,0.625637590885162,0.406053721904755,0.224857658147812,0.153950825333595,0.0998089611530304,0.0811084657907486,0.0664707198739052,0.0693821012973785,0.0717544481158257,0.0381908118724823,0.0214825123548508,0,0,0,31.1006488859866,13.7748096704579
133.495625532473,31,106,17,NaN,238.555559196513,2,619.971008300781,12.2961730957031,3,0,0,0,0,0,0,0,0,0,0,0,0,3.15285754203796,0.0137756122276187,0.00378144765272737,0.00234654144230873,0.0293994910810908,12.2961730957031,6.57825803756714,6.14522314071655,2.0155303478241,0,0,0,3,1,0,0,0,0,0,0,2.01379776000977,-1,0,125.091068805377,7.30305051803589,6.03540229797363,1.22784912586212,0.737751424312592,0.388271659612656,0.173847138881683,0.126528441905975,0.10945038497448,0.0692042261362076,-0.0195393078029156,-0.0922352597117424,-0.0980790480971336,-0.105362929403782,-0.0835158303380013,0,0,0,1.45863732486614,18.275063994078
135.495559997379,31,112,23,NaN,126.81456237507,2,980.882995605469,18.9938201904297,3,0,0,0,0,0,0,0,0,0,0,0,0,5.80654382705688,0.0141980573534966,0.00213691312819719,0.00277662684376805,0.0425476579903028,18.9938201904297,10.5882253646851,6.33573818206787,3.65487337112427,5.10695457458496,3.93532180786133,2.93278074264526,3,1,0,0,0,0,0,0,2.01297354698181,-1,1,126.893632120139,6.75736093521118,5.16076564788818,2.1993293762207,0.404709607362747,0.148296520113945,0.30939319729805,0.0974419414997101,0.0204533226788044,0.104497440159321,0.0157501641660929,-0.031426377594471,0.0306287053972483,0.0534565150737762,-0.04526287317276,0,0,0,1.72669009398575,26.4589459469644
129.495756602661,31,118,29,NaN,64.5541829144411,2,861.267272949219,19.0363864898682,2,0,0,0,0,0,0,0,0,0,0,0,0,2.07948541641235,0.0250450577586889,0.00410144776105881,0.00555114354938269,0.0358624161221087,19.0363864898682,12.1554594039917,3.79579877853394,2.55674648284912,0.129900053143501,0.0979057103395462,2.95662546157837,2,1,0,0,0,0,0,0,2.00005841255188,-1,0,121.480975499204,6.61694622039795,3.21829891204834,2.22762322425842,0.925021946430206,0.274629145860672,0.132836163043976,0.0520242974162102,-0.0120441531762481,-0.0093251895159483,0.0209807138890028,-0.00277339899912477,0.0107633164152503,0.00475567718967795,0.0041637122631073,0,0,0,3.47435927446294,22.445630697544
129.495756602661,31,119,30,NaN,165.481534882197,2,810.608581542969,16.0703525543213,2,0,0,0,0,0,0,0,0,0,0,0,0,11.9706916809082,0.0287799574434757,0.00385789293795824,0.0672830728923573,0.056568173582063,16.0703525543213,11.5008687973022,3.64226865768433,2.43796539306641,5.36847448348999,4.37518930435181,3.14899682998657,2,1,0,0,0,0,0,0,1.99804294109344,1,0,121.480975499204,6.72761154174805,3.48372650146484,2.28533315658569,0.844938218593597,0.287151038646698,0.164134308695793,0.0839835628867149,0.0199085846543312,0.0151878278702497,0.0454454831779003,0.0195598658174276,-0.00633568316698074,-0.0118828881531954,0.0406940318644047,0,0,0,42.1537239838099,35.4406996134297
132.49565830002,31,121,32,NaN,104.859586460006,2,447.423309326172,10.1092901229858,3,0,0,0,0,0,0,0,0,0,0,0,0,1.43260550498962,0.0239300113171339,0.00634416006505489,0.00929358089342713,0.0239077612059191,10.1092901229858,5.6765079498291,2.51711511611938,2.31396865844727,0,0,0,3,1,0,0,0,0,0,0,1.99661588668823,-1,0,124.189168367195,7.25078105926514,6.85330724716187,1.19577586650848,0.746334910392761,0.321611732244492,0.112960360944271,0.0326477885246277,-0.0305356606841087,-0.0615136623382568,-0.0983580052852631,-0.0676835030317307,-0.123346321284771,-0.113171130418777,-0.112386167049408,0,0,0,5.8267114070142,14.9892303657918
131.495691067567,32,131,10,NaN,68.1587311990038,2,402.332885742188,9.57225799560547,3,0,0,0,0,0,0,0,0,0,0,0,0,0.552774846553802,0.148475140333176,0.0106279924511909,0.0174747239798307,0.0138523204784308,9.57225799560547,4.36776685714722,2.09941267967224,0.814969658851624,0.509261965751648,0.197226524353027,0,3,2,1,0,0,0,0,0,1.8498911857605,-1,0,123.286853592838,8.84474945068359,1.91184282302856,0.824221789836884,0.599885106086731,0.416678994894028,0.26736307144165,0.173611089587212,0.106078810989857,0.048457995057106,0.0559944026172161,0.0275840982794762,0.0131858242675662,0.0338170640170574,0.00808725785464048,0,0,0,11.8249438920156,9.37370527973569
131.995674683793,32,134,13,NaN,187.108824589573,2,447.838562011719,10.3592624664307,3,0,0,0,0,0,0,0,0,0,0,0,0,8.44496440887451,0.0248477291315794,0.00262810010462999,0.0441991114539319,0.0230496089006292,10.3592624664307,4.90475797653198,3.62845325469971,0.698006272315979,0.315620422363281,0.252840638160706,0,3,2,1,0,0,0,0,0,1.98491406440735,1,0,123.738062857955,7.64169597625732,5.14608716964722,0.903715968132019,0.692566871643066,0.483289122581482,0.350712358951569,0.24954991042614,0.168125063180923,0.0898193418979645,0.0289944168180227,0.00785012543201447,-0.0716235190629959,-0.0619248226284981,-0.0535655319690704,0,0,0,27.8744801652417,14.5363977913183
136.495527229832,32,135,14,NaN,86.1814726218173,0,269.544372558594,6.44926595687866,3,0,0,0,0,0,0,0,0,0,0,0,0,6.76256561279297,0.0156424846500158,0.00127911288291216,0.00591233148481007,0.0310877489822882,6.44926595687866,4.19579601287842,2.26091384887695,1.63208639621735,2.93074584007263,2.73450756072998,2.58201336860657,3,1,0,0,1,0,0,0,1.99526035785675,1,1,127.794297683848,5.19132089614868,5.53441381454468,1.48205888271332,0.572633624076843,0.0383250154554844,-0.0582832098007202,0.0562787614762783,0.138741567730904,0.0817790403962135,-0.00453390786424279,0.00721271988004446,0.0355438627302647,0.0162399541586637,-0.00278959795832634,0,0,0,3.70931869795441,19.5040431805253
132.995641916246,32,138,17,NaN,298.849821411017,0,753.629516601562,12.2448825836182,3,0,0,0,0,0,0,0,0,0,0,0,0,3.21244645118713,0.212706252932549,0.0152275618165731,0.16627735450216,0.0317562080757773,12.2448825836182,3.11602878570557,0.828540086746216,0.549025774002075,0,0,0,3,1,0,0,0,0,0,0,1.87230587005615,1,0,124.640170292625,8.96272945404053,0.708733260631561,1.21632373332977,0.701777398586273,0.390017151832581,0.207113862037659,0.185477152466774,0.169994905591011,0.12144397944212,0.100442081689835,0.0700638592243195,0.0208920128643513,0.0352549217641354,0.00919687934219837,0,0,0,111.170934030966,21.2317986633593
130.495723835114,32,141,20,NaN,81.9215519218796,2,724.660766601562,9.49035263061523,2,0,0,0,0,0,0,0,0,0,0,0,0,1.43425214290619,0.213239639997482,0.0103217493742704,0.0171592053025961,0.0178735416382551,9.49035263061523,5.00154209136963,0.665854692459106,0.598168611526489,0,0,0,2,0,0,0,0,0,0,0,1.80474138259888,1,0,122.384123102004,10.0252256393433,5.71768426895142,1.93788921833038,0.575427174568176,0.358830213546753,0.233590245246887,0.19104877114296,0.165928646922112,0.128751784563065,0.0807228535413742,0.0645402148365974,0.066615603864193,0.051539920270443,0.0500479117035866,0,0,0,11.901923125882,12.3973992276658
